,Global_GDP,US_Industrial_Production_Index,Global_Inflation,US_CPI_Fuels,10Y_Treasury_Yield,Fed_Funds_Rate,RealGDP_PerCapita,Unemployment_rate,opec_prod,Global_Prod,Econ_Policy_Uncertainty,Global_Policy_Uncertainty,US_FinReports_Petroleum_Coal,Vol_Energy_Regulation,Vol_Elections,WTI_Futures,US Dollar Index (DXY),WTI_Spot,Brent_Spot,NaturalGas_Spot,Baltic_Clean_Tanker,Baltic_Dirty_Tanker,GSCPI_Index
2005-03-01,48425235387720.95,96.4345,4.133904694949865,195.5,4.5,2.63,53818.333333333336,5.2,20221.9906635,84769.10478493151,42.25327753097176,54.08566838739821,55798.0,0.14426,0.3366,84.05999755859375,14.020000457763672,55.400001525878906,53.1,6.96,1285.0,1373.0,-0.27
2005-04-01,48757692712207.52,96.6347,4.147231688845142,199.5,4.34,2.79,53868.0,5.2,20244.922349,84817.2144390411,68.83730803378565,68.70346480521698,58319.0,0.15338,0.46013,84.43000030517578,15.3100004196167,49.720001220703125,51.88,7.16,1173.0,1274.0,-1.3
2005-05-01,49090150036694.1,96.7251,4.160558682740421,193.9,4.14,3.0,53963.0,5.1,20267.8540345,84865.32409315069,60.59286998249021,69.36342754697311,59899.66666666666,0.25602,0.15361,87.76000213623047,13.289999961853027,53.11000061035156,48.65,6.47,1039.0,1251.0,-0.96
2005-06-01,49422607361180.67,97.1483,4.173885676635698,195.0,4.0,3.04,54058.0,5.0,20290.78572,84913.43374726028,61.4135147374454,70.00514334071883,61480.333333333336,0.05226,0.20905,89.11000061035156,12.039999961853027,56.5,54.35,7.18,1122.0,1193.0,-0.92
2005-07-01,49755064685667.25,96.8397,4.187212670530975,202.9,4.18,3.26,54153.0,5.0,20313.7174055,84961.54340136985,56.60819118943854,61.42636395236101,63061.0,0.1419,0.28381,89.3499984741211,11.56999969482422,60.56999969482422,57.52,7.63,989.0,1097.0,-0.86
2005-08-01,50087522010153.83,97.1584,4.200539664426253,209.8,4.26,3.5,54207.66666666666,4.9,20336.649091,85009.65305547944,42.41258188467616,61.47289515792959,63803.0,0.11417,0.05709,87.58000183105469,12.600000381469728,68.94000244140625,63.98,9.53,1212.0,1076.0,-0.48
2005-09-01,50419979334640.4,95.2764,4.21386665832153,235.9,4.2,3.62,54262.333333333336,5.0,20359.5807765,85057.76270958903,126.8743664666778,92.8811139167234,64545.0,0.28744,0.09581,89.5199966430664,11.920000076293944,66.23999786376953,62.91,11.75,1797.0,1514.0,0.07
2005-10-01,50752436659126.98,96.4411,4.227193652216808,241.1,4.46,3.78,54317.0,5.0,20382.512462,85105.87236369863,80.45718733124258,64.67600679965024,65287.0,0.22703,0.31784,90.06999969482422,15.31999969482422,59.7599983215332,58.54,13.42,1842.0,2196.0,-0.1
2005-11-01,51084893983613.56,97.5016,4.240520646112086,231.5,4.54,4.0,54520.333333333336,5.0,20405.4441475,85153.98201780822,32.466095980037096,67.36643395513336,63767.0,0.10356,0.15534,91.56999969482422,12.0600004196167,57.31999969482422,55.24,10.3,1316.0,2149.0,-0.65
2005-12-01,51417351308100.125,97.9723,4.253847640007363,227.8,4.47,4.16,54723.66666666666,4.9,20428.375833,85202.0916719178,78.73817649110998,60.62712047883731,62247.0,0.2798,0.33576,91.16999816894533,12.06999969482422,61.040000915527344,56.86,13.05,1587.0,2077.0,-0.7
2006-01-01,51749808632586.7,98.127,4.26717463390264,229.5,4.42,4.29,54927.0,4.7,20451.3075185,85250.2013260274,62.22241081414301,68.71987996104883,60727.0,0.17043,0.45449,88.95999908447266,12.949999809265137,61.22500038146973,62.99,8.69,1394.0,1708.0,-0.38
2006-02-01,52296896907361.11,98.1687,4.3124298346965135,230.5,4.57,4.49,54933.0,4.8,20418.16887825833,85268.8620522831,60.37162199694527,58.19725853202639,62492.0,0.05057,0.15171,90.11000061035156,12.34000015258789,61.40999984741211,60.21,7.54,1005.0,1109.0,-0.75
2006-03-01,52843985182135.52,98.3913,4.357685035490387,230.4,4.72,4.59,54939.0,4.7,20385.030238016665,85287.52277853881,46.38076046654976,58.34658013332965,64257.0,0.04653,0.41873,89.7300033569336,11.390000343322754,66.62999725341797,62.06,6.89,816.0,1019.0,-0.42
2006-04-01,53391073456909.93,98.6826,4.402940236284261,236.4,4.99,4.79,54945.0,4.7,20351.891597775,85306.18350479452,57.94457797737796,72.90650876615376,66022.0,0.1947,0.14603,86.11000061035156,11.59000015258789,71.87999725341797,70.26,7.16,1127.0,1106.0,0.08
2006-05-01,53938161731684.336,98.7074,4.448195437078134,239.8,5.11,4.94,54925.333333333336,4.6,20318.75295753333,85324.84423105023,95.86812370732414,63.130099928708525,64855.333333333336,0.3164,0.26366,84.72000122070312,16.440000534057617,71.29000091552734,69.78,6.25,1045.0,1159.0,0.1
2006-06-01,54485250006458.74,99.0398,4.493450637872007,239.1,5.11,4.99,54905.66666666666,4.6,20285.614317291664,85343.50495730594,91.21692511895128,73.49736106966152,63688.66666666666,0.0,0.51275,85.22000122070312,13.079999923706056,73.9800033569336,68.56,6.21,1076.0,1375.0,0.14
2006-07-01,55032338281233.16,98.9751,4.53870583866588,241.9,5.09,5.24,54886.0,4.7,20252.47567705,85362.16568356164,120.16363501225362,68.05633129314238,62522.0,0.23049,0.5186,85.30000305175781,14.949999809265137,74.4000015258789,73.67,6.17,1227.0,1400.0,-0.1
2006-08-01,55579426556007.56,99.4047,4.583961039459753,245.3,4.88,5.25,54996.0,4.7,20219.33703680833,85380.82640981735,134.59693721005104,57.36284746667207,64228.0,0.22336,0.11168,85.05000305175781,12.3100004196167,70.26000213623047,73.23,7.14,1263.0,1424.0,0.05
2006-09-01,56126514830781.97,99.2246,4.629216240253626,237.1,4.72,5.25,55106.0,4.5,20186.198396566662,85399.48713607306,35.063340463333255,59.275365436343584,65934.0,0.14786,1.13362,85.97000122070312,11.979999542236328,62.90999984741211,61.96,4.9,1116.0,1275.0,-0.63
2006-10-01,56673603105556.375,99.1229,4.6744714410475,227.9,4.73,5.25,55216.0,4.4,20153.059756325,85418.14786232877,36.09655980452553,60.0472354521142,67640.0,0.14396,0.47985,85.31999969482422,11.100000381469728,63.02000045776367,57.81,5.85,872.0,1237.0,-0.5
2006-11-01,57220691380330.78,99.0963,4.7197266418413735,227.2,4.6,5.25,55230.66666666666,4.5,20119.921116083333,85436.80858858448,48.19654218698915,57.22319129888184,66706.66666666667,0.04378,0.56918,82.91999816894531,10.90999984741211,63.130001068115234,58.76,7.41,931.0,996.0,-0.23
2006-12-01,57767779655105.2,100.1125,4.764981842635247,233.2,4.56,5.24,55245.333333333336,4.4,20086.78247584167,85455.46931484019,17.616228674882336,56.8783571572956,65773.33333333333,0.09405,0.79944,83.72000122070312,11.5600004196167,61.04999923706055,62.47,6.73,1289.0,1461.0,-0.45
2007-01-01,58314867929879.6,99.7546,4.81023704342912,227.93,4.76,5.25,55260.0,4.6,20053.6438356,85474.1300410959,44.72173252930129,65.54910665710183,64840.0,0.31575,0.36085,84.61000061035156,10.420000076293944,58.13999938964844,53.68,6.55,911.0,1195.0,-0.87
2007-02-01,58794653596526.586,100.7166,5.155213402604516,231.8,4.72,5.26,55331.333333333336,4.5,20109.95570775,85581.90838507607,27.48456457636981,54.681316904377454,66598.33333333333,0.50807,0.45726,83.56999969482422,15.420000076293944,61.790000915527344,57.56,8.0,1055.0,1101.0,-0.71
2007-03-01,59274439263173.57,100.8952,5.500189761779911,236.863,4.56,5.26,55402.66666666666,4.4,20166.2675799,85689.68672905624,59.73266381745509,64.00662355821434,68356.66666666667,0.22984,0.41371,82.93000030517578,14.640000343322754,65.87000274658203,62.05,7.11,1096.0,1398.0,-0.58
2007-04-01,59754224929820.55,101.5723,5.845166120955307,240.09,4.69,5.25,55474.0,4.5,20222.57945205,85797.46507303641,31.232594761195557,60.55613948557495,70115.0,0.40562,0.40562,81.44999694824219,14.220000267028809,64.94000244140625,67.49,7.6,1049.0,1236.0,-0.81
2007-05-01,60234010596467.53,101.6269,6.190142480130703,241.473,4.75,5.25,55532.333333333336,4.4,20278.8913242,85905.24341701657,36.27664629670453,56.72475192965876,71416.66666666667,0.13671,0.36456,82.30000305175781,13.050000190734863,64.01000213623047,67.21,7.64,1157.0,1016.0,-0.41
2007-06-01,60713796263114.52,101.6547,6.535118839306099,241.589,5.1,5.25,55590.66666666666,4.6,20335.20319635,86013.02176099674,42.459964735377845,56.92716118321945,72718.33333333333,0.13979,0.60577,81.91999816894531,16.229999542236328,70.68000030517578,71.05,7.35,949.0,1029.0,-0.37
2007-07-01,61193581929761.5,101.4953,6.880095198481495,245.68,5.0,5.26,55649.0,4.7,20391.5150685,86120.80010497691,25.43432020815925,49.23046066989488,74020.0,0.36165,0.36165,80.7699966430664,23.520000457763672,72.36000061035156,76.93,6.22,918.0,999.0,-0.43
2007-08-01,61673367596408.48,101.6943,7.22507155765689,246.542,4.67,5.02,55718.333333333336,4.6,20447.82694065,86228.57844895708,148.93293546856887,77.56142009403736,75917.0,0.15622,0.46866,80.79000091552734,23.3799991607666,74.04000091552734,70.76,6.22,780.0,810.0,-0.1
2007-09-01,62153153263055.47,101.9428,7.570047916832286,252.58,4.52,4.94,55787.66666666666,4.7,20504.1388128,86336.35679293725,154.1409047843251,99.93417748675434,77814.0,0.60057,0.95089,77.72000122070312,18.0,81.66000366210938,77.17,6.08,771.0,920.0,-0.04
2007-10-01,62632938929702.45,101.6446,7.915024276007682,261.745,4.53,4.76,55857.0,4.7,20560.45068495,86444.13513691741,122.13596325685135,79.91981551325384,79711.0,0.3417,0.09763,76.4800033569336,18.530000686645508,94.52999877929688,82.34,6.74,808.0,1079.0,-0.61
2007-11-01,63112724596349.43,102.2167,8.260000635183077,291.845,4.15,4.49,55737.0,4.7,20616.7625571,86551.91348089758,94.69215130903407,84.6295447839034,81368.33333333333,0.28795,0.5759,76.1500015258789,22.8700008392334,88.70999908447266,92.41,7.1,1184.0,1535.0,-0.48
2007-12-01,63592510262996.414,102.2764,8.604976994358474,299.296,4.1,4.24,55617.0,5.0,20673.07442925,86659.69182487775,125.26931116373171,95.54697960236466,83025.66666666667,0.61716,0.92575,76.69999694824219,22.5,95.9800033569336,90.93,7.11,1086.0,2143.0,-0.15
2008-01-01,64072295929643.4,102.1493,8.94995335353387,306.937,3.74,3.94,55497.0,5.0,20729.3863014,86767.47016885792,238.2866373310877,135.17280797636033,84683.0,0.42657,1.06643,75.18000030517578,26.200000762939453,91.75,92.18,7.99,943.0,1188.0,-0.36
2008-02-01,63792793165046.45,101.7756,8.442494620658273,308.269,3.74,2.98,55566.333333333336,4.9,20563.918226816662,86679.86642080013,102.75051901663572,102.20854551876376,92513.0,0.36027,0.6176,73.70999908447266,26.540000915527344,101.83999633789062,94.99,8.54,946.0,1167.0,0.45
2008-03-01,63513290400449.52,101.4508,7.935035887782678,332.139,3.51,2.61,55635.66666666666,5.1,20398.45015223333,86592.26267274233,161.23567795565722,118.2960321995588,100343.0,0.47433,0.66406,71.80000305175781,25.61000061035156,101.58000183105469,103.64,9.41,883.0,1510.0,0.15
2008-04-01,63233787635852.58,100.7554,7.427577154907082,342.811,3.68,2.28,55705.0,5.0,20232.98207765,86504.65892468454,88.15247822632972,92.08363293354596,108173.0,0.42136,0.88954,72.51000213623047,20.790000915527344,113.45999908447266,109.07,10.18,1210.0,1651.0,0.13
2008-05-01,62954284871255.63,100.1336,6.920118422031486,363.872,3.88,1.98,55562.66666666666,5.4,20067.514003066663,86417.05517662675,48.3197230880654,78.16943167582406,99964.33333333331,0.2372,0.37952,72.87999725341797,17.829999923706055,127.3499984741211,122.8,11.27,1369.0,1993.0,-0.12
2008-06-01,62674782106658.69,99.8728,6.41265968915589,389.423,4.1,2.0,55420.333333333336,5.6,19902.04592848333,86329.45142856895,51.213192443622845,88.68147054212194,91755.66666666669,0.39866,0.17718,72.45999908447266,23.950000762939453,125.71500015258789,132.32,12.69,1465.0,1902.0,0.27
2008-07-01,62395279342061.75,99.4194,5.905200956280295,395.706,4.01,2.01,55278.0,5.8,19736.5778539,86241.84768051116,94.88114732633971,94.62960467352244,83547.0,0.45082,0.56353,73.2300033569336,22.940000534057617,124.08000183105469,132.72,11.09,1305.0,1965.0,0.99
2008-08-01,62115776577464.81,97.8491,5.397742223404698,367.794,3.89,2.0,54832.333333333336,6.1,19571.109779316663,86154.24393245335,66.7889949827039,90.27334933230772,74591.0,0.22883,0.50343,77.37999725341797,20.649999618530277,115.45999908447266,113.24,8.26,1480.0,1458.0,0.28
2008-09-01,61836273812867.87,93.5576,4.890283490529103,349.164,3.69,1.81,54386.66666666666,6.1,19405.64170473333,86066.64018439555,202.1720929206172,167.824731743518,65635.0,0.56028,0.99605,79.44999694824219,39.38999938964844,100.63999938964844,97.23,7.67,1399.0,1538.0,-0.54
2008-10-01,61556771048270.92,94.4985,4.382824757653507,318.667,3.81,0.97,53941.0,6.5,19240.17363015,85979.03643633776,181.9019391971883,206.0516940727451,56679.0,0.85462,1.22089,85.62999725341797,59.88999938964844,67.80999755859375,71.58,6.74,1063.0,1298.0,-0.99
2008-11-01,61277268283673.984,93.2617,3.875366024777911,281.869,3.53,0.39,53701.0,6.8,19074.705555566667,85891.43268827997,142.7077397772439,143.4733743046393,55155.0,0.60115,1.92368,86.5199966430664,55.27999877929688,54.43000030517578,52.45,6.68,888.0,1073.0,-1.5
2008-12-01,60997765519077.05,90.6266,3.3679072919023154,256.209,2.42,0.16,53461.0,7.3,18909.23748098333,85803.82894022217,113.55094716338265,145.89697580384336,53631.0,0.47513,0.29695,81.30999755859375,40.0,44.599998474121094,39.95,5.82,838.0,1243.0,-0.66
2009-01-01,60718262754480.1,88.3712,2.86044855902672,247.163,2.52,0.15,53221.0,7.8,18743.7694064,85716.22519216438,71.87853069662651,146.30533524901188,52107.0,0.53627,0.17876,86.0,44.84000015258789,41.68000030517578,43.44,5.24,598.0,611.0,-0.37
2009-02-01,61201255411171.43,87.843,2.899273231915029,242.264,2.87,0.22,53153.0,8.3,18754.73639650833,85849.64627826308,145.24662625226426,147.8530789188736,55110.0,0.76998,0.38499,88.01000213623047,46.34999847412109,44.826666514078774,43.32,4.52,554.0,601.0,-0.42
2009-03-01,61684248067862.75,86.4689,2.9380979048033384,230.837,2.82,0.18,53085.0,8.7,18765.703386616668,85983.06736436179,93.09614136219304,132.34339579200463,58113.0,0.53873,0.11972,85.43000030517578,44.13999938964844,47.97333272298177,46.54,3.96,372.0,540.0,0.21
2009-04-01,62167240724554.08,85.7903,2.9769225776916475,228.107,2.93,0.15,53017.0,9.0,18776.670376725,86116.4884504605,71.0436356717149,103.61339391306372,61116.0,0.16575,0.27625,84.61000061035156,36.5,51.119998931884766,50.18,3.5,403.0,477.0,0.88
2009-05-01,62650233381245.4,84.9436,3.0157472505799565,225.164,3.29,0.18,53038.333333333336,9.4,18787.637366833333,86249.90953655921,88.83601038763258,103.64886760642246,60632.0,0.47346,0.05918,80.43000030517578,28.920000076293945,66.30999755859375,57.3,3.83,481.0,482.0,0.37
2009-06-01,63133226037936.73,84.6746,3.054571923468266,232.638,3.72,0.21,53059.66666666666,9.5,18798.604356941665,86383.33062265792,44.0260669570884,109.82652727673424,60148.0,0.51902,0.06488,80.12999725341797,26.350000381469727,69.88999938964844,68.61,3.8,465.0,648.0,-0.49
2009-07-01,63616218694628.05,85.6853,3.093396596356575,230.192,3.56,0.16,53081.0,9.5,18809.57134705,86516.75170875661,46.60460583559683,101.29100255685988,59664.0,0.43797,0.21898,78.3499984741211,25.920000076293945,69.44999694824219,64.44,3.38,465.0,474.0,-0.73
2009-08-01,64099211351319.375,86.6393,3.132221269244884,237.521,3.59,0.16,53231.0,9.6,18820.53833715833,86650.17279485532,46.04740415972305,98.28386918586952,60898.0,0.2738,0.21904,78.16999816894531,26.01000022888184,69.95999908447266,72.51,3.14,433.0,500.0,-1.1
2009-09-01,64582204008010.7,87.3821,3.1710459421331936,236.616,3.4,0.15,53381.0,9.8,18831.505327266663,86783.59388095402,71.1810665304195,99.42292962354672,62132.0,0.10489,0.05245,76.6500015258789,25.61000061035156,70.61000061035156,67.65,2.99,518.0,570.0,-0.49
2009-10-01,65065196664702.02,87.5809,3.2098706150215026,243.936,3.39,0.12,53531.0,10.0,18842.472317375,86917.01496705273,30.44925687135483,86.35995169916472,63366.0,0.21295,0.0,76.30000305175781,30.690000534057617,77.0,72.77,4.01,442.0,593.0,-0.45
2009-11-01,65548189321393.35,87.9388,3.248695287909812,260.25,3.4,0.12,53581.66666666666,9.9,18853.43930748333,87050.43605315144,108.7670687523208,99.46718931225548,63997.66666666666,0.22985,0.17239,74.87999725341797,24.51000022888184,78.18000030517578,76.66,3.66,519.0,679.0,-0.79
2009-12-01,66031181978084.67,88.2404,3.287519960798121,262.649,3.59,0.12,53632.333333333336,9.9,18864.406297591668,87183.85713925015,71.07693764980095,98.4276007062557,64629.333333333336,0.15161,0.10108,77.86000061035156,21.68000030517578,79.36000061035156,74.46,5.35,634.0,814.0,-0.62
2010-01-01,66514174634776.0,89.1897,3.32634463368643,280.85,3.73,0.11,53683.0,9.8,18875.3732877,87317.27822534885,107.86946301536707,113.06566928452516,65261.0,0.35236,0.41108,79.45999908447266,24.6200008392334,72.88999938964844,76.17,5.83,885.0,1077.0,-0.33
2010-02-01,67134476157692.21,89.5046,3.451015610890332,277.284,3.69,0.13,53822.0,9.8,19039.62838663333,87414.30204979022,80.1170362229333,111.39599001393935,64870.333333333336,0.27737,0.0,80.36000061035156,19.5,79.66000366210938,73.75,5.32,762.0,897.0,-0.17
2010-03-01,67754777680608.414,90.1356,3.575686588094233,276.027,3.73,0.16,53961.0,9.9,19203.88348556667,87511.32587423158,44.525996655135934,107.60035607285305,64479.66666666666,0.26825,0.1073,81.06999969482422,17.59000015258789,83.76000213623047,78.83,4.29,708.0,964.0,0.35
2010-04-01,68375079203524.63,90.4607,3.700357565298135,278.08,3.85,0.2,54100.0,9.9,19368.1385845,87608.34969867294,42.10283667879479,103.8383961980014,64089.0,0.4556,0.17085,81.87000274658203,22.049999237060547,86.1500015258789,84.82,4.03,733.0,996.0,0.27
2010-05-01,68995380726440.84,91.7014,3.8250285425020367,272.606,3.42,0.2,54200.333333333336,9.6,19532.393683433333,87705.37352311431,54.59911353185587,146.9264314355513,64411.0,0.38555,0.16524,86.58999633789062,32.06999969482422,73.97000122070312,75.95,4.14,680.0,962.0,0.4
2010-06-01,69615682249357.04,91.9033,3.9496995197059386,265.521,3.2,0.18,54300.66666666666,9.4,19696.64878236667,87802.39734755567,102.00501051903868,133.87273691737423,64733.0,0.3409,0.17045,86.0199966430664,34.540000915527344,75.62999725341797,74.76,4.8,785.0,855.0,-0.05
2010-07-01,70235983772273.25,92.2549,4.07437049690984,261.257,3.01,0.18,54401.0,9.4,19860.9038813,87899.42117199703,159.49403801422793,141.96894847253253,65055.0,0.69567,0.11594,81.54000091552734,23.5,78.94999694824219,75.58,4.63,796.0,796.0,-0.05
